normal_image src,hover_image src,heart src,productGalleryOverride src,productGalleryOverride src 2,productGalleryOverride src 3,lazy_href,lazy_href href,part_number 2,title,key_details,key_details 2,key_details 3,key_details 4,price,save,percent-box,final-price,ships,text 3,key_details 5,key_details 6,key_details 7,key_details 8,bv_main_container href,bv_stars_svg_no_wrap href,bv_text,bv_text 2,key_details 12
https://p2-ofp.static.pub/ShareResource/560x450/SSNP/4X20Q88539/4X20Q88539-560x450-01.855bb56a93b57d42.png,https://p4-ofp.static.pub/ShareResource/560x450/SSNP/4X20Q88539/4X20Q88539-560x450-02.8f34494ddf23cbbe.png,https://p1-ofp.static.pub/fes/cms/2020/12/25/76apjfkml79bg5qcf172tvt0bw0c8s348607.png,https://p2-ofp.static.pub/fes/cms/2021/07/06/2h8n4ofixc8g8i94vopfat048ld37m944694.svg,https://p3-ofp.static.pub/fes/cms/2021/07/06/efrjjv1rz2xiuvpm0emnwj6y2gmai3506628.svg,https://p2-ofp.static.pub/fes/cms/2021/07/06/wxdfgadg28utnas6ca5d28oot1lcxj806083.svg,Lenovo Slim 135W AC Adapter(slim tip)-US/Can/Mexico,https://www.lenovo.com/us/en/p/accessories-and-software/chargers-and-batteries/chargers/4X20Q88539,4X20Q88539,Key Details,"The Lenovo Slim 135W AC Adapter (Slim tip) offers fast, efficient charging at home, in the office, or on the go for your Think PCs. It is perfect for use as a spare or replacement adapter.  The Lenovo Slim 135W AC Adapter (Slim tip) is compact, energy efficient and backed by a 1 year warranty.",,,"The Lenovo Slim 135W AC Adapter (Slim tip) offers fast, efficient charging at home, in the office, or on the go for your Think PCs. It is perfect for use as a spare or replacement adapter.  The Lenovo Slim 135W AC Adapter (Slim tip) is compact, energy efficient and backed by a 1 year warranty.",,,,$119.99,Ships FREE in 4-7 business days,$3,,,,,,,,,
https://p3-ofp.static.pub/fes/cms/2021/08/27/g0ia6mfn0wwc40p1weszynqzoaxhhu908482.png,,,,,,Lenovo 45W Round Tip Adapter,https://www.lenovo.com/us/en/p/accessories-and-software/chargers-and-batteries/chargers/GX20L23044,GX20L23044,Key Details,"Stable, adequate, reliable power supply",,,"Stable, adequate, reliable power supply",$39.99,save $8.00,20% off,$31.99,"Ships FREE by Thu, Oct 14",$0.96,,,,,https://www.lenovo.com/us/en/p/accessories-and-software/chargers-and-batteries/chargers/GX20L23044,[object Object],4.6,(45),
https://p2-ofp.static.pub/ShareResource/560x450/SSNP/4X20E50574/4X20E50574-560x450-01.e67af2c9a1870d86.png,,,,,,ThinkPad 170W AC Adapter Slim Tip,https://www.lenovo.com/us/en/p/accessories-and-software/chargers-and-batteries/chargers/4X20E50574,4X20E50574,Key Details,Ideal as a spare charger,Slim tip (rectangular),1 year warranty,Ideal as a spare charger,,,,$129.99,Ships in 4+ months,$3,Slim tip (rectangular),1 year warranty,,,https://www.lenovo.com/us/en/p/accessories-and-software/chargers-and-batteries/chargers/4X20E50574,[object Object],4.1,(54),
https://p4-ofp.static.pub/ShareResource/560x450/SSNP/888014197/888014197-560x450-01.fdb598f27dedbfce.png,,,,,,Lenovo 45W Slim Port AC Adapter(UL-SDC),https://www.lenovo.com/us/en/p/accessories-and-software/chargers-and-batteries/chargers/888014197,888014197,Key Details,"stable, adequate and reliable power supplying",,,"stable, adequate and reliable power supplying",$39.99,save $12.00,30% off,$27.99,"Ships FREE by Thu, Oct 14",$0.84,,,,,https://www.lenovo.com/us/en/p/accessories-and-software/chargers-and-batteries/chargers/888014197,[object Object],4.4,(23),
https://p3-ofp.static.pub/ShareResource/560x450/SSNP/0B46994/0B46994-560x450-01.1088d7aa5d7a4e6e.png,,,,,,ThinkPad 90W AC Adapter Slim Tip,https://www.lenovo.com/us/en/p/accessories-and-software/chargers-and-batteries/chargers/0B46994,0B46994,Key Details,Ideal as a spare charger,Slim tip (rectangular),1 year warranty,Ideal as a spare charger,,,,$74.99,Ships in 2+ months,$2,Slim tip (rectangular),1 year warranty,,,https://www.lenovo.com/us/en/p/accessories-and-software/chargers-and-batteries/chargers/0B46994,[object Object],4.2,(33),
https://p3-ofp.static.pub/ShareResource/3PO/78023101/78023101-200x150-01.fbf7b1de19d90829.png,https://p3-ofp.static.pub/ShareResource/3PO/78023101/78023101-560x450-02.48b263c9dc10ccc4.png,https://p1-ofp.static.pub/fes/cms/2020/12/25/76apjfkml79bg5qcf172tvt0bw0c8s348607.png,https://p2-ofp.static.pub/fes/cms/2021/07/06/2h8n4ofixc8g8i94vopfat048ld37m944694.svg,https://p3-ofp.static.pub/fes/cms/2021/07/06/efrjjv1rz2xiuvpm0emnwj6y2gmai3506628.svg,https://p2-ofp.static.pub/fes/cms/2021/07/06/wxdfgadg28utnas6ca5d28oot1lcxj806083.svg,"Playa by Belkin 10K Power Bank, 18W PD USB-C IN/OUT, USB-A OUT - White",https://www.lenovo.com/us/en/p/accessories-and-software/chargers-and-batteries/power-banks/78023101,78023101,Key Details,Provides up to 36 hours of additional battery life for your smartphone,Fast charge USB-C smartphones like Google Pixel up to 50% in 37 minutes,Requires USB-C to USB-C cable to achieve fast charging times for USB-C devices (sold separately),"USB-C PD fast charge-enabled devices include Samsung S20, S20+, S20 Ultra, S10, S10+, S10e, Note10, Note10, Google Pixel 4, 4XL, Pixel 3, 3XL and more (cables required to achieve fast charging times are sold separately)",$39.99,save $16.00,40% off,$23.99,Ships FREE in 1-3 business days,$0.72,Provides up to 36 hours of additional battery life for your smartphone,Fast charge USB-C smartphones like Google Pixel up to 50% in 37 minutes,Requires USB-C to USB-C cable to achieve fast charging times for USB-C devices (sold separately),"USB-C PD fast charge-enabled devices include Samsung S20, S20+, S20 Ultra, S10, S10+, S10e, Note10, Note10, Google Pixel 4, 4XL, Pixel 3, 3XL and more (cables required to achieve fast charging times are sold separately)",,,,,
https://p1-ofp.static.pub/ShareResource/560x450/SSNP/GX20Z46307/GX20Z46307-560x450-01.5b69159bfc12379b.png,https://p3-ofp.static.pub/ShareResource/560x450/SSNP/GX20Z46307/GX20Z46307-560x450-02.85716cd5504f0049.png,https://p1-ofp.static.pub/fes/cms/2020/12/25/76apjfkml79bg5qcf172tvt0bw0c8s348607.png,https://p2-ofp.static.pub/fes/cms/2021/07/06/2h8n4ofixc8g8i94vopfat048ld37m944694.svg,https://p3-ofp.static.pub/fes/cms/2021/07/06/efrjjv1rz2xiuvpm0emnwj6y2gmai3506628.svg,https://p2-ofp.static.pub/fes/cms/2021/07/06/wxdfgadg28utnas6ca5d28oot1lcxj806083.svg,Lenovo Legion Slim 230W  AC Adapter(UL),https://www.lenovo.com/us/en/p/accessories-and-software/chargers-and-batteries/chargers/GX20Z46307,GX20Z46307,Key Details,230W wattage,"30% size reduction comparing to Lenovo Standard 230W AC adapter,with Slim and Portable design",Incorporates a rubber buckle for easy cable management,230W wattage,$139.99,save $42.00,30% off,$97.99,"Ships FREE by Thu, Oct 14",$2,"30% size reduction comparing to Lenovo Standard 230W AC adapter,with Slim and Portable design",Incorporates a rubber buckle for easy cable management,"Compatible with Lenovo Legion laptops with rectangular ""Slim Tip"" power plug",,https://www.lenovo.com/us/en/p/accessories-and-software/chargers-and-batteries/chargers/GX20Z46307,[object Object],4.7,(55),"Compatible with Lenovo Legion laptops with rectangular ""Slim Tip"" power plug"
https://p2-ofp.static.pub/ShareResource/560x450/SSNP/G0A6GC65WW/G0A6GC65WW-560x450-01.ebb2e8857ae418bf.png,https://p2-ofp.static.pub/ShareResource/560x450/SSNP/G0A6GC65WW/G0A6GC65WW-560x450-02.2382e7b4a602fae9.png,https://p1-ofp.static.pub/fes/cms/2020/12/25/76apjfkml79bg5qcf172tvt0bw0c8s348607.png,https://p2-ofp.static.pub/fes/cms/2021/07/06/2h8n4ofixc8g8i94vopfat048ld37m944694.svg,https://p3-ofp.static.pub/fes/cms/2021/07/06/efrjjv1rz2xiuvpm0emnwj6y2gmai3506628.svg,https://p2-ofp.static.pub/fes/cms/2021/07/06/wxdfgadg28utnas6ca5d28oot1lcxj806083.svg,Lenovo 65W USB-C GaN Adapter,https://www.lenovo.com/us/en/p/accessories-and-software/chargers-and-batteries/chargers/G0A6GC65WW,G0A6GC65WW,Key Details,65W has a smaller profile and wight thanks to GaN technology,Ultra-portable design with a foldable plug for easy storage,Elegant and stylish with cable management to keep organized,65W has a smaller profile and wight thanks to GaN technology,,,,$64.99,"Ships FREE by Thu, Oct 14",$1,Ultra-portable design with a foldable plug for easy storage,Elegant and stylish with cable management to keep organized,Quickly refuel your laptop or mobile devices via USB-C,Reliable PD 3.0 support with adjustable output voltages of 5V/9V/15V/20V,https://www.lenovo.com/us/en/p/accessories-and-software/chargers-and-batteries/chargers/G0A6GC65WW,[object Object],4.8,(40),Quickly refuel your laptop or mobile devices via USB-C
https://p3-ofp.static.pub/ShareResource/560x450/SSNP/4X20S56681/4X20S56681-560x450-01.7ce9d55ff080cfe2.png,,,,,,ThinkCentre 135W AC Adapter (slim tip),https://www.lenovo.com/us/en/p/accessories-and-software/chargers-and-batteries/chargers/4X20S56681,4X20S56681,Key Details,Dimensions: 145*65*30 mm / 5.7*2.56*1.18 in,Weight: 490.8 g,"Power Capacity: 2.5 A/250 V, 135W",Dimensions: 145*65*30 mm / 5.7*2.56*1.18 in,,,,$109.99,Ships in 2+ months,$3,Weight: 490.8 g,"Power Capacity: 2.5 A/250 V, 135W",Connectivity: Slim Tip,,https://www.lenovo.com/us/en/p/accessories-and-software/chargers-and-batteries/chargers/4X20S56681,[object Object],3.5,(6),Connectivity: Slim Tip
https://p1-ofp.static.pub/ShareResource/560x450/SSNP/0B47030/0B47030-560x450-01.0bde44776516963f.png,,,,,,ThinkPad 45W AC Adapter Slim Tip,https://www.lenovo.com/us/en/p/accessories-and-software/chargers-and-batteries/chargers/0B47030,0B47030,Key Details,System building block accessory,Identical to the adapter bundled in 45W ThinkPad systems,26% smaller than the current ThinkPad 65W AC Adapter,System building block accessory,,,,$54.99,"Ships FREE by Thu, Oct 14",$1,Identical to the adapter bundled in 45W ThinkPad systems,26% smaller than the current ThinkPad 65W AC Adapter,Energy efficient with Energy Star V (ES 2.0),"Compatible with ThinkPad Helix, T4301s, and 2013 Lenovo notebooks with slim common power plug",https://www.lenovo.com/us/en/p/accessories-and-software/chargers-and-batteries/chargers/0B47030,[object Object],4.6,(72),Energy efficient with Energy Star V (ES 2.0)
https://p3-ofp.static.pub/ShareResource/560x450/SSNP/4X20Z83991/4X20Z83991-560x450-01.3f3144802ba158c2.png,https://p1-ofp.static.pub/ShareResource/560x450/SSNP/4X20Z83991/4X20Z83991-560x450-02.a368bacba0152fb6.png,https://p1-ofp.static.pub/fes/cms/2020/12/25/76apjfkml79bg5qcf172tvt0bw0c8s348607.png,https://p2-ofp.static.pub/fes/cms/2021/07/06/2h8n4ofixc8g8i94vopfat048ld37m944694.svg,https://p3-ofp.static.pub/fes/cms/2021/07/06/efrjjv1rz2xiuvpm0emnwj6y2gmai3506628.svg,https://p2-ofp.static.pub/fes/cms/2021/07/06/wxdfgadg28utnas6ca5d28oot1lcxj806083.svg,ThinkCentre 230W AC Adapter (slim tip),https://www.lenovo.com/us/en/p/accessories-and-software/chargers-and-batteries/chargers/4X20Z83991,4X20Z83991,Key Details,Dimensions: 200*100*25.4 mm / 7.9*3.94*1 in,Weight: 880 g,"Power Capacity: 11.5 A/20 V, 230W",Dimensions: 200*100*25.4 mm / 7.9*3.94*1 in,,,,$149.99,Ships FREE in 4-7 business days,$4,Weight: 880 g,"Power Capacity: 11.5 A/20 V, 230W",Connectivity: Slim Tip,,https://www.lenovo.com/us/en/p/accessories-and-software/chargers-and-batteries/chargers/4X20Z83991,[object Object],3.0,(4),Connectivity: Slim Tip
https://p3-ofp.static.pub/ShareResource/560x450/SSNP/4X20V24690/4X20V24690-560x450-01.cb0e5fb84adef6fd.png,https://p1-ofp.static.pub/ShareResource/560x450/SSNP/4X20V24690/4X20V24690-560x450-02.c7fdfcce5ffda629.png,https://p1-ofp.static.pub/fes/cms/2020/12/25/76apjfkml79bg5qcf172tvt0bw0c8s348607.png,https://p2-ofp.static.pub/fes/cms/2021/07/06/2h8n4ofixc8g8i94vopfat048ld37m944694.svg,https://p3-ofp.static.pub/fes/cms/2021/07/06/efrjjv1rz2xiuvpm0emnwj6y2gmai3506628.svg,https://p2-ofp.static.pub/fes/cms/2021/07/06/wxdfgadg28utnas6ca5d28oot1lcxj806083.svg,Lenovo 95W USB-C AC Adapter,https://www.lenovo.com/us/en/p/accessories-and-software/chargers-and-batteries/chargers/4X20V24690,4X20V24690,Key Details,Dimensions:126*56*28.5mm / 4.96*2.20*1.12 in,Weight: 310g±15g,"Power Capacity: 2.5 A/240 V, 95W power charging",Dimensions:126*56*28.5mm / 4.96*2.20*1.12 in,,,,$74.99,Ships FREE in 4-7 business days,$2,Weight: 310g±15g,"Power Capacity: 2.5 A/240 V, 95W power charging",Smart Voltage with PD3.0 technology,"Tested, reliable and backed by a one-year limited warranty",,,,,Smart Voltage with PD3.0 technology
https://p3-ofp.static.pub/ShareResource/560x450/SSNP/40AW0065WW/40AW0065WW-560x450-01.04a779bc2f241bd7.png,https://p2-ofp.static.pub/ShareResource/560x450/SSNP/40AW0065WW/40AW0065WW-560x450-02.6666d7c2b0362164.png,https://p1-ofp.static.pub/fes/cms/2020/12/25/76apjfkml79bg5qcf172tvt0bw0c8s348607.png,https://p2-ofp.static.pub/fes/cms/2021/07/06/2h8n4ofixc8g8i94vopfat048ld37m944694.svg,https://p3-ofp.static.pub/fes/cms/2021/07/06/efrjjv1rz2xiuvpm0emnwj6y2gmai3506628.svg,https://p2-ofp.static.pub/fes/cms/2021/07/06/wxdfgadg28utnas6ca5d28oot1lcxj806083.svg,Lenovo 65W USB-C AC Travel Adapter,https://www.lenovo.com/us/en/p/accessories-and-software/chargers-and-batteries/chargers/40AW0065WW,40AW0065WW,Key Details,"Ultraportable, lightweight design perfect for frequent commutes and travel",Effortlessly refuel your USB-C laptop or device on the go with a single adaptor,Universal plugs with twist and lock mechanism that cover most regions and are safe to use and easily replaceable,,,,,$69.99,Ships in 4+ months,$2,"Ultraportable, lightweight design perfect for frequent commutes and travel",Effortlessly refuel your USB-C laptop or device on the go with a single adaptor,Universal plugs with twist and lock mechanism that cover most regions and are safe to use and easily replaceable,,https://www.lenovo.com/us/en/p/accessories-and-software/chargers-and-batteries/chargers/40AW0065WW,[object Object],4.5,(22),
https://p2-ofp.static.pub/ShareResource/560x450/SSNP/0B47455/0B47455-560x450-01.bb7aea46a3d23593.png,,,,,,ThinkPad 65W Slim AC Adapter,https://www.lenovo.com/us/en/p/accessories-and-software/chargers-and-batteries/chargers/0B47455,0B47455,Key Details,"Slim, flat design",System building block accessory that performs to the same specifications as the standard AC adapter that ships with the notebooks,Energy efficient with Energy Star V (ES 2.0),"Slim, flat design",,,,$69.99,Ships FREE in 4-7 business days,$2,System building block accessory that performs to the same specifications as the standard AC adapter that ships with the notebooks,Energy efficient with Energy Star V (ES 2.0),Compatible with 2013 Lenovo notebooks with rectangular “slim tip” common power plug,"Not compatible with legacy notebook systems with the round, barrel-type power plug",https://www.lenovo.com/us/en/p/accessories-and-software/chargers-and-batteries/chargers/0B47455,[object Object],4.1,(58),Compatible with 2013 Lenovo notebooks with rectangular “slim tip” common power plug
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8NjIzMnxpbWFnZS9qcGVnfGgwNC9oYTEvMTE2MDI5NTQ2MTY4NjIuanBnfDQ2NDM5NTNmODg5ZjU3OWNiYjVjYWI0NTJiM2MxMjQyZjIwZmRmNmM1MjJlZTZlNzUyMGI1YjcwMmNkNjZkMmE/95F19449-EA5B-4CAF-86D4-186288CD6182.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8NjIzMnxpbWFnZS9qcGVnfGgwNC9oYTEvMTE2MDI5NTQ2MTY4NjIuanBnfDQ2NDM5NTNmODg5ZjU3OWNiYjVjYWI0NTJiM2MxMjQyZjIwZmRmNmM1MjJlZTZlNzUyMGI1YjcwMmNkNjZkMmE/95F19449-EA5B-4CAF-86D4-186288CD6182.jpg,https://p1-ofp.static.pub/fes/cms/2020/12/25/76apjfkml79bg5qcf172tvt0bw0c8s348607.png,https://p2-ofp.static.pub/fes/cms/2021/07/06/2h8n4ofixc8g8i94vopfat048ld37m944694.svg,https://p3-ofp.static.pub/fes/cms/2021/07/06/efrjjv1rz2xiuvpm0emnwj6y2gmai3506628.svg,https://p2-ofp.static.pub/fes/cms/2021/07/06/wxdfgadg28utnas6ca5d28oot1lcxj806083.svg,GUARDIAN STANDARD POWER STRIP  PERP,https://www.lenovo.com/us/en/p/accessories-and-software/chargers-and-batteries/Chargers-&-Batteries_Power-Strips-&-Surge-Protectors/78016495,78016495,,,,,,,,,$6.99,Ships FREE in 1-3 business days,$0.21,,,,,,,,,
https://p2-ofp.static.pub/ShareResource/560x450/SSNP/4X20V07881/4X20V07881-560x450-01.8de9c17bc7eeef25.png,https://p4-ofp.static.pub/ShareResource/560x450/SSNP/4X20V07881/4X20V07881-560x450-02.7029107277cf465e.png,https://p1-ofp.static.pub/fes/cms/2020/12/25/76apjfkml79bg5qcf172tvt0bw0c8s348607.png,https://p2-ofp.static.pub/fes/cms/2021/07/06/2h8n4ofixc8g8i94vopfat048ld37m944694.svg,https://p3-ofp.static.pub/fes/cms/2021/07/06/efrjjv1rz2xiuvpm0emnwj6y2gmai3506628.svg,https://p2-ofp.static.pub/fes/cms/2021/07/06/wxdfgadg28utnas6ca5d28oot1lcxj806083.svg,Lenovo 45W USB-C AC Portable Adapter,https://www.lenovo.com/us/en/p/accessories-and-software/chargers-and-batteries/chargers/4X20V07881,4X20V07881,Key Details,Intelligent USB-C solution,"Highly compatible, works with laptops to smartphones","Ultra light, portable design, perfect for on-the-go use",Intelligent USB-C solution,,,,$59.99,Ships FREE in 4-7 business days,$1,"Highly compatible, works with laptops to smartphones","Ultra light, portable design, perfect for on-the-go use",Fast and secure USB charging out,Power delivery with adjustable voltage of 5V/9V/15V/20V output,https://www.lenovo.com/us/en/p/accessories-and-software/chargers-and-batteries/chargers/4X20V07881,[object Object],4.6,(36),Fast and secure USB charging out
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8NjI1NHxpbWFnZS9qcGVnfGhlMC9oZDAvMTE3MjQwNjQ4ODI3MTguanBnfDM5MDU0YmVhMDlkN2VlM2E0NDAzYjkyOTAzM2M2ZGU0NzA3YjE2ODEyMmU4OTMxNjYyNWFhZGIyNDQxYTJmOWY/9AC636BF-F586-47DD-B511-B2D5DC6CD59B.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8NjI1NHxpbWFnZS9qcGVnfGhlMC9oZDAvMTE3MjQwNjQ4ODI3MTguanBnfDM5MDU0YmVhMDlkN2VlM2E0NDAzYjkyOTAzM2M2ZGU0NzA3YjE2ODEyMmU4OTMxNjYyNWFhZGIyNDQxYTJmOWY/9AC636BF-F586-47DD-B511-B2D5DC6CD59B.jpg,https://p1-ofp.static.pub/fes/cms/2020/12/25/76apjfkml79bg5qcf172tvt0bw0c8s348607.png,https://p2-ofp.static.pub/fes/cms/2021/07/06/2h8n4ofixc8g8i94vopfat048ld37m944694.svg,https://p3-ofp.static.pub/fes/cms/2021/07/06/efrjjv1rz2xiuvpm0emnwj6y2gmai3506628.svg,https://p2-ofp.static.pub/fes/cms/2021/07/06/wxdfgadg28utnas6ca5d28oot1lcxj806083.svg,6OUT SURGE PROTECTOR 6FT CORD  PERP,https://www.lenovo.com/us/en/p/accessories-and-software/chargers-and-batteries/Chargers-&-Batteries_Power-Strips-&-Surge-Protectors/78015935,78015935,,,,,,$17.99,save $4.00,22% off,$13.99,Ships FREE in 1-3 business days,$0.42,,,,,,,,,
